index,_id,AREA_ID,AREA_ATTR_ID, Average Price (Y) , Median Price ,Average Days on Market,AREA_NAME,AREA_DESC,District (X),LONGITUDE,LATITUDE,OBJECTID,Shape__Area,Shape__Length,geometry
1,2661,25886861,25926662," $1,193,506 "," $883,000 ",28,Wychwood,Wychwood (94),C02,-79.42551495,43.67691927,16491505,3217959.609,7515.779658,"{u'type': u'Polygon', u'coordinates': (((-79.43591570873059, 43.68015339477487), (-79.43491506339724, 43.68036886994886), (-79.43394727223847, 43.680578504490335), (-79.43388162422195, 43.68058996121469), (-79.43281544978878, 43.680808044458765), (-79.4326971769691, 43.68079658822322), (-79.43253064659865, 43.68082785962871), (-79.43245944449654, 43.68085882710364), (-79.43241132723996, 43.68089794537263), (-79.43094766397957, 43.681205221508016), (-79.429092835633, 43.681595102987544), (-79.42903365882387, 43.681449668075835), (-79.42785970191096, 43.681692562729424), (-79.4263441163887, 43.68201825378964), (-79.42640038491278, 43.682163706208954), (-79.42628766052025, 43.682188126141014), (-79.4261932417882, 43.681960611092485), (-79.42470874825375, 43.682295634883694), (-79.42457946073631, 43.682323264689146), (-79.42465561769507, 43.68250024466668), (-79.42385943787588, 43.68266387400368), (-79.42354800490499, 43.68272338082679), (-79.4235450746173, 43.68270631238353), (-79.42342755904589, 43.68273180644528), (-79.42336397789259, 43.68257771541889), (-79.42273801079774, 43.682706120789504), (-79.42213707739252, 43.68282939103465), (-79.42152747818861, 43.682957161825286), (-79.42069281871721, 43.68313211132337), (-79.42072306648, 43.6831633038384), (-79.42027486031175, 43.68325741584792), (-79.41972522710472, 43.68337279701852), (-79.41912673566115, 43.68349687225674), (-79.41848707573708, 43.683629484254794), (-79.41843134116925, 43.68349668419963), (-79.41830144090697, 43.683167503582986), (-79.41827349388974, 43.68309616623346), (-79.41812137115983, 43.68271052228571), (-79.41781165603875, 43.681925277740255), (-79.41769760208567, 43.68163169892503), (-79.41766662951575, 43.68156990962118), (-79.41747975708864, 43.68105183037896), (-79.4170902471251, 43.68010470040144), (-79.41698203537292, 43.67982474400468), (-79.41675839446825, 43.67924845221495), (-79.41657825438617, 43.67877855123439), (-79.41643856455458, 43.678332902051096), (-79.41578675811374, 43.67673025213857), (-79.41552791260938, 43.67606998537739), (-79.41484930122829, 43.6743388247927), (-79.41469317817781, 43.67391041642587), (-79.41674933807944, 43.67347320784668), (-79.41710519554293, 43.67339960158833), (-79.41962559707065, 43.67287833452301), (-79.42181896214365, 43.672424982680155), (-79.42185308596925, 43.67241848005201), (-79.42292942803473, 43.67221317044735), (-79.42697310305134, 43.67144194513915), (-79.42939641379671, 43.67097270710402), (-79.43294586279313, 43.67028528847006), (-79.43300903228594, 43.67027359677467), (-79.43317680728137, 43.67071465208971), (-79.43333816637889, 43.671106124067315), (-79.43448143074438, 43.6738797875716), (-79.4346507970926, 43.67429064191785), (-79.43378223052747, 43.67440777136869), (-79.43392570722698, 43.67475469336013), (-79.43404287696362, 43.675038005634576), (-79.43409813258539, 43.675168160613545), (-79.43451421546405, 43.67617626864987), (-79.43482627250522, 43.67693118964389), (-79.43526509674338, 43.67798902187617), (-79.43555447752576, 43.67868476214736), (-79.435727540448, 43.67910288069845), (-79.43591160342274, 43.67954750499599), (-79.43568953777434, 43.679592017799216), (-79.43586045204826, 43.68001626476883), (-79.43591570873059, 43.68015339477487)),)}"
2,2662,25886820,25926663," $706,420 "," $646,300 ",18,Yonge-Eglinton,Yonge-Eglinton (100),C10,-79.40359017,43.70468937,16491521,3160333.988,7872.021074,"{u'type': u'Polygon', u'coordinates': (((-79.41095783825973, 43.704082823014815), (-79.40962195234451, 43.70436081412702), (-79.40851610502179, 43.70459845921419), (-79.40856986043134, 43.70469301561153), (-79.40864015406416, 43.704886590221776), (-79.40871707890336, 43.705044173981996), (-79.4088149622126, 43.70519276413179), (-79.40891023648761, 43.70527835219851), (-79.40897259224984, 43.70532339924094), (-79.40903185293253, 43.70536395215021), (-79.40915818825798, 43.70542256090169), (-79.40930040593413, 43.70548117311505), (-79.40943215046624, 43.705548787128045), (-79.40953634861624, 43.705625371463185), (-79.40962148397621, 43.705737954726075), (-79.40969542423234, 43.70582802589666), (-79.40973869675537, 43.705931574714945), (-79.40975527068908, 43.70600810762225), (-79.40974624698457, 43.70608459331379), (-79.40996722364548, 43.70690387433722), (-79.4101603258165, 43.70771411363845), (-79.41021465334197, 43.707952689978924), (-79.41027170649191, 43.70817775751787), (-79.41035828287536, 43.708375844368994), (-79.41040731188862, 43.7085154204805), (-79.4104355409879, 43.70857395085049), (-79.4107848105792, 43.7094563392613), (-79.41113218029481, 43.71032974172848), (-79.41149122627569, 43.7111851495192), (-79.40928942716579, 43.7116424968944), (-79.40758099368605, 43.71201467178061), (-79.40594003499069, 43.71237787538745), (-79.40572202685513, 43.71241821046679), (-79.40375094954139, 43.71283958206074), (-79.40166184838908, 43.71328779493493), (-79.39983955062097, 43.71365207790842), (-79.39982184926116, 43.71352861010498), (-79.39971760494798, 43.713002638010174), (-79.39956319573592, 43.712288351294674), (-79.39947658535978, 43.711838968108125), (-79.39931666589875, 43.71107664531992), (-79.39928822652836, 43.710912311177744), (-79.39899743167771, 43.70958335971596), (-79.39886920167048, 43.70908772656398), (-79.39867839634942, 43.708209726879694), (-79.39862782516634, 43.707985460420815), (-79.39836650000376, 43.70673199046489), (-79.39823965277722, 43.70614440058997), (-79.39785246563393, 43.704350839458336), (-79.39782567407336, 43.70414829581645), (-79.39768422761212, 43.703396607736), (-79.39766580491008, 43.70329308556124), (-79.39750540445627, 43.70251205401226), (-79.39734416835834, 43.70179418335863), (-79.39721924689579, 43.70113702267745), (-79.39715922266238, 43.700853446353186), (-79.3970391853112, 43.70029528585833), (-79.39695394060837, 43.69978666360739), (-79.39686121045936, 43.699332024190795), (-79.39664271384922, 43.698301206813525), (-79.39647104124136, 43.697373937043565), (-79.39620451042447, 43.69612702604301), (-79.39610532655878, 43.69565888692945), (-79.39688453570665, 43.695603136415095), (-79.39719964691825, 43.69565260328231), (-79.39803990528408, 43.6958451643298), (-79.39896141562176, 43.69609682149316), (-79.40008996919458, 43.69639093141957), (-79.40126676878177, 43.69673033034553), (-79.40166808512441, 43.69683415507786), (-79.40227796489546, 43.696997565386326), (-79.40258423503222, 43.69707448176768), (-79.40276904023312, 43.69712638751224), (-79.40296327186189, 43.69714912778974), (-79.40312408548252, 43.6972617892778), (-79.403203299052, 43.697269525480294), (-79.40460520898043, 43.697686572462956), (-79.4054711800415, 43.697963262295474), (-79.40566129438588, 43.69801899329299), (-79.40588321487118, 43.69818048826427), (-79.40606568190185, 43.69819240303568), (-79.40667006238797, 43.69839846944705), (-79.40777660468403, 43.69878719691078), (-79.40870798076995, 43.699110073504265), (-79.4091374718569, 43.69925799175816), (-79.4094277105435, 43.699910212031355), (-79.4093705468518, 43.69997171749207), (-79.40936139868295, 43.70002404369395), (-79.40937218766042, 43.700076727752304), (-79.40939842383433, 43.7001618916784), (-79.40986222118683, 43.70131709572204), (-79.41025779130618, 43.70234255368468), (-79.41080579746122, 43.703704848904785), (-79.41095783825973, 43.704082823014815)),)}"
3,2663,25886834,25926664," $1,193,506 "," $883,000 ",28,Yonge-St.Clair,Yonge-St.Clair (97),C02,-79.39787077,43.68785887,16491537,2222464.266,8130.411276,"{u'type': u'Polygon', u'coordinates': (((-79.39119482591805, 43.68108112277795), (-79.39140542941102, 43.68096955375311), (-79.3932237727444, 43.68016564021641), (-79.39580883146215, 43.67897994217457), (-79.39734938668072, 43.67827481368085), (-79.39745605609761, 43.67822541118017), (-79.39756389406205, 43.67816700831005), (-79.39767131966401, 43.67811759728387), (-79.3977795512042, 43.67806820487962), (-79.39788853436278, 43.67801429438278), (-79.39793136725265, 43.677994961802455), (-79.39794405123503, 43.67802629771035), (-79.39801216121708, 43.6782038734666), (-79.39814090201233, 43.67853073604149), (-79.39835151605982, 43.6790391648102), (-79.39856296577713, 43.67955427286269), (-79.3987331620365, 43.679962228304944), (-79.39893947468471, 43.680460426561176), (-79.39906544465241, 43.6807665464922), (-79.39921542265968, 43.68112763144693), (-79.39980353020441, 43.682543487581455), (-79.40016889477273, 43.68341598009838), (-79.40020929499822, 43.68352670446315), (-79.40053036476621, 43.68430980102357), (-79.40084105747603, 43.68502725005189), (-79.40112638915194, 43.68571607006574), (-79.40149548997431, 43.68664069664078), (-79.40233853963132, 43.688721197786585), (-79.40308470254534, 43.690632727523145), (-79.40308458991603, 43.69068726628636), (-79.40306223868058, 43.69073975189892), (-79.40301763695462, 43.69078212817713), (-79.4018582507007, 43.690989077596825), (-79.40175846718552, 43.691018507133194), (-79.40169488191235, 43.69103986655185), (-79.40158637933096, 43.691075805377594), (-79.40147505928825, 43.6910595611569), (-79.40086928559904, 43.69119755836994), (-79.4010464080598, 43.69164749758665), (-79.40112915688324, 43.69175640385225), (-79.40128481319155, 43.69209826354434), (-79.40158935051075, 43.69292300866594), (-79.40189513306093, 43.6937271589698), (-79.40219128753465, 43.69457528941322), (-79.40232314233641, 43.69489164450199), (-79.40237287938928, 43.695111840546446), (-79.40240355846214, 43.69549453857248), (-79.40309447498316, 43.69534932350517), (-79.40350691362974, 43.6952595244941), (-79.40467430580989, 43.69501997151939), (-79.40505234765907, 43.69597814936839), (-79.40528149798934, 43.69655335977076), (-79.40541251255793, 43.69695167621249), (-79.40561174575923, 43.69747966735153), (-79.40588321487118, 43.69818048826427), (-79.40566129438588, 43.69801899329299), (-79.4054711800415, 43.697963262295474), (-79.40460520898043, 43.697686572462956), (-79.403203299052, 43.697269525480294), (-79.40312408548252, 43.6972617892778), (-79.40296327186189, 43.69714912778974), (-79.40276904023312, 43.69712638751224), (-79.40258423503222, 43.69707448176768), (-79.40227796489546, 43.696997565386326), (-79.40166808512441, 43.69683415507786), (-79.40126676878177, 43.69673033034553), (-79.40008996919458, 43.69639093141957), (-79.39896141562176, 43.69609682149316), (-79.39803990528408, 43.6958451643298), (-79.39719964691825, 43.69565260328231), (-79.39688453570665, 43.695603136415095), (-79.39610532655878, 43.69565888692945), (-79.3953796752826, 43.69227329833681), (-79.3953421806443, 43.692098521883466), (-79.39517031427066, 43.69126132494557), (-79.39506255307877, 43.69078420236952), (-79.39493639982321, 43.690199047178275), (-79.39489138155665, 43.690000977240466), (-79.39482130010941, 43.689735383483274), (-79.39460341450322, 43.68921705003212), (-79.39456768941096, 43.689132071825675), (-79.39414197509632, 43.68808303591036), (-79.39370522237132, 43.6871330022819), (-79.39333196564733, 43.686232542269494), (-79.39318567663851, 43.68588136380455), (-79.3928542300674, 43.68502592962341), (-79.39238447017264, 43.68394086689223), (-79.39203292394359, 43.68310124441814), (-79.39193905277047, 43.68287494382052), (-79.39163076235766, 43.68214894837271), (-79.3915551221218, 43.68197336008583), (-79.39134023679222, 43.68143180817766), (-79.39119482591805, 43.68108112277795)),)}"
4,2664,25886593,25926665," $407,395 "," $398,000 ",21,York University Heights,York University Heights (27),W05,-79.48888293,43.76573649,16491553,25418210.13,25632.33524,"{u'type': u'Polygon', u'coordinates': (((-79.50528791818931, 43.759873498780955), (-79.50488256501632, 43.7599639787564), (-79.5049038508219, 43.760108419908185), (-79.50493274591054, 43.760206648626735), (-79.50495145447731, 43.7602702772132), (-79.50493730842159, 43.76041438683636), (-79.504974590316, 43.760556054905756), (-79.50516011462277, 43.7606162736233), (-79.50535086122409, 43.76060240302457), (-79.50553665932578, 43.760663161188795), (-79.50571709376197, 43.76060504964386), (-79.50591727499621, 43.760552040466024), (-79.5060561296816, 43.76062341260651), (-79.50590337922621, 43.76069256771627), (-79.50599814924442, 43.76080000994932), (-79.50621474670743, 43.760842763015376), (-79.50634463148697, 43.760757226602905), (-79.5065330168795, 43.76072761108692), (-79.50670315411534, 43.76066205459247), (-79.50684548875125, 43.760745307135146), (-79.50700159882523, 43.76084575092282), (-79.5072030338828, 43.7607911012025), (-79.50739588345719, 43.76080990136665), (-79.50744733062632, 43.760960928936036), (-79.50742437578407, 43.76113052178148), (-79.50744315165669, 43.761312722568746), (-79.50760052327566, 43.7614503313422), (-79.50777974046046, 43.76157994535803), (-79.50801261432687, 43.761643540647576), (-79.50817517767182, 43.76167665349791), (-79.50823182520176, 43.761782980433644), (-79.50825642221648, 43.761829136736914), (-79.50823601849925, 43.76193122064844), (-79.5082229205439, 43.761965390089436), (-79.50822003147545, 43.76199964880687), (-79.50823738986837, 43.76205976647041), (-79.50826924167852, 43.762117785806964), (-79.50830300646153, 43.76217791127234), (-79.50832711777448, 43.76221287011893), (-79.50836087517035, 43.7622191504813), (-79.50840717374777, 43.76220656342927), (-79.50846775328357, 43.762182786828866), (-79.50849653125324, 43.76219500830184), (-79.50863167073081, 43.76220652869335), (-79.5086978780953, 43.76228113449218), (-79.5086990956314, 43.762283978773795), (-79.50876123973234, 43.762428560050175), (-79.50868798193747, 43.76255442019772), (-79.5084999573388, 43.762621412144746), (-79.50827815846816, 43.762654723803166), (-79.50813062038185, 43.7627142322183), (-79.50815208521234, 43.76274038812916), (-79.50819459258697, 43.76279217790005), (-79.50838273586145, 43.762768320120784), (-79.50846620691115, 43.762842393709086), (-79.50845456481892, 43.762984775289816), (-79.50845405648259, 43.76299098614384), (-79.5084024123291, 43.76314907773174), (-79.50822644109441, 43.76327674530884), (-79.50803146984009, 43.76333490681625), (-79.50783175344836, 43.76329500943118), (-79.507629923969, 43.763239521789195), (-79.50744997269213, 43.76323664428061), (-79.50737993648629, 43.76333127825905), (-79.5073624439175, 43.76348961919044), (-79.50730905643633, 43.76363755704923), (-79.5073126758448, 43.76378232283001), (-79.50730460833647, 43.763929222634594), (-79.5072555780733, 43.764063343364676), (-79.50717138749317, 43.764205855383075), (-79.50721463294107, 43.76440341958763), (-79.50721336278058, 43.76447920961162), (-79.50721142675492, 43.764595153944065), (-79.50738320339325, 43.76474905416424), (-79.50746110155869, 43.76494112529307), (-79.50761078056217, 43.76506580877199), (-79.50778554817475, 43.765183667451694), (-79.50796950784107, 43.76530436959398), (-79.50817357687775, 43.76542649218765), (-79.50838833644636, 43.76551867570804), (-79.50858544950484, 43.76562558607933), (-79.50869986839294, 43.76573105324317), (-79.50889052430027, 43.76575536875863), (-79.50902033140768, 43.76585148217659), (-79.5090694158452, 43.766010160070266), (-79.50911526919643, 43.76615545344402), (-79.50925564280844, 43.76630276444567), (-79.50933019194949, 43.766472340576115), (-79.50929245562227, 43.76661439123493), (-79.50933371607323, 43.76677064831295), (-79.50949867433901, 43.76685418365003), (-79.50991287143712, 43.76675269620861), (-79.50984757261992, 43.76695575940889), (-79.50985616246491, 43.76707532130136), (-79.51000832824693, 43.767154131383066), (-79.51035249168433, 43.76715366867177), (-79.51033425369083, 43.767271855770964), (-79.51015938378285, 43.76727556193069), (-79.51005294971947, 43.76734146895446), (-79.51013357515994, 43.76750528324254), ...),)}"
5,2665,25886688,25926666," $456,438 "," $432,450 ",21,Yorkdale-Glen Park,Yorkdale-Glen Park (31),W04,-79.45710807,43.71467153,16491569,11566687.56,13953.4081,"{u'type': u'Polygon', u'coordinates': (((-79.4396873322608, 43.70560981891119), (-79.440110293136, 43.70558537781044), (-79.44101562207922, 43.70541081879301), (-79.44227921272744, 43.70518167031778), (-79.44485153054994, 43.704613762692105), (-79.44727370543403, 43.70407371293041), (-79.44917783530724, 43.70365225349752), (-79.45226490520507, 43.702974735020895), (-79.4563871467053, 43.70204979952877), (-79.46037279031161, 43.70115364307112), (-79.46395745123179, 43.70036028644735), (-79.4671024031239, 43.69967347381749), (-79.46785570762802, 43.70226163751404), (-79.4679144358256, 43.70246210349756), (-79.46797228338448, 43.702662776226525), (-79.46802927519263, 43.702863502687435), (-79.46808562209571, 43.70306441795973), (-79.4681411132518, 43.70326535096116), (-79.46819584782673, 43.7034664637436), (-79.46824985064256, 43.70366772931123), (-79.46830297286328, 43.703869030607166), (-79.46835536330991, 43.704070484690384), (-79.46840699723572, 43.70427194753471), (-79.46845777527261, 43.70447360814049), (-79.4685079207705, 43.704675430565246), (-79.46851870473817, 43.704719701808095), (-79.46855709878409, 43.70487727969849), (-79.468605619485, 43.70507918263062), (-79.46865328426591, 43.7052812833283), (-79.46870021731486, 43.705483356794765), (-79.46874639369624, 43.7056856190547), (-79.4687918134729, 43.705887935089784), (-79.46883636494636, 43.70609034087572), (-79.46887719393675, 43.70629344772286), (-79.46935213610915, 43.708682828411746), (-79.46977722965354, 43.710804387304435), (-79.46982128420119, 43.71099703502876), (-79.47010924999407, 43.71241685310925), (-79.47089921913975, 43.71643564248289), (-79.47174868780463, 43.720755458095034), (-79.47206647889367, 43.72237175541393), (-79.47230340082506, 43.72355495491206), (-79.47249213511284, 43.72449764685232), (-79.47253041272208, 43.72468877947021), (-79.47256668441422, 43.724869902204794), (-79.4717908248771, 43.72506372616014), (-79.47157287121584, 43.725116203417834), (-79.47135454513703, 43.72516800507293), (-79.47113584661686, 43.7252191941319), (-79.47091701149324, 43.72526976165147), (-79.47069781633023, 43.72531976158101), (-79.47047836049555, 43.725369058925544), (-79.47025864397845, 43.72541768968847), (-79.4700386791304, 43.725465788890254), (-79.46981847845436, 43.725513185509115), (-79.46959802948646, 43.725559996556576), (-79.46937719573656, 43.72560614998473), (-79.46915623781808, 43.72565173587401), (-79.46614543715594, 43.72628106071264), (-79.46268440636813, 43.727025537972644), (-79.45788959359916, 43.72806845688222), (-79.45785220430031, 43.728072259626515), (-79.4566976590563, 43.728318011933034), (-79.45153665984408, 43.72943748535885), (-79.44927518423412, 43.72992823264545), (-79.4491095391391, 43.729965541146036), (-79.44910225155735, 43.72996693309269), (-79.44891927972094, 43.73000192928433), (-79.44890309057223, 43.730005045476965), (-79.448815600591, 43.730023656891895), (-79.44874641060255, 43.7300383609098), (-79.44854564176407, 43.73008361893053), (-79.44851260703228, 43.7298851898251), (-79.44850513572187, 43.7298402342894), (-79.44848017770195, 43.729690316464264), (-79.44846077696553, 43.729573786719946), (-79.44809990812284, 43.727405207279254), (-79.44808346459918, 43.72732994945008), (-79.44807149043142, 43.72725370351178), (-79.44805864743572, 43.72717744817509), (-79.44804503482862, 43.727101282498616), (-79.44803071465918, 43.727025224512616), (-79.44801551316529, 43.72694926513663), (-79.44799956698671, 43.726873287416346), (-79.44798275184762, 43.72679747131973), (-79.44796520434076, 43.726721753899874), (-79.44794676308608, 43.7266461620867), (-79.44792760192847, 43.726570614947754), (-79.44790769598364, 43.72649518448131), (-79.44788688384084, 43.726419933622076), (-79.44786536420008, 43.72634474544403), (-79.44784296325437, 43.7262696648737), (-79.44781981747808, 43.726194763982804), (-79.44780943985788, 43.7261387805251), (-79.4477983050535, 43.726082868729954), (-79.44778632615098, 43.726027064562544), (-79.44777346594725, 43.725971332000526), (-79.44775999748788, 43.72591569817221), (-79.44774563521798, 43.725860252959215), (-79.44773980775908, 43.72583880933701), ...),)}"
6,2666,25886404,25926667," $668,225 "," $590,000 ",17,Lambton Baby Point,Lambton Baby Point (114),W02,-79.49604526,43.65742013,16491585,3406856.809,11181.78832,"{u'type': u'Polygon', u'coordinates': (((-79.50552199165213, 43.66280542183417), (-79.50576726828407, 43.66290891614967), (-79.50616558845445, 43.66301240178491), (-79.50660110905399, 43.66301686913442), (-79.50708775110701, 43.662913306568115), (-79.50749922529857, 43.6627872525313), (-79.50794130515476, 43.662616179177476), (-79.50837407583154, 43.66248111016011), (-79.50884171836411, 43.66231453211078), (-79.50928999935154, 43.662120940689114), (-79.50978322285881, 43.66199936341081), (-79.51024739127068, 43.6619363043415), (-79.51057635274327, 43.66196777907966), (-79.51098126708916, 43.66204873498327), (-79.51108394611185, 43.66206673676053), (-79.51130288457479, 43.662120705376466), (-79.51149353412077, 43.66220169845092), (-79.51153500062318, 43.66222418862928), (-79.51168845379887, 43.662305185124474), (-79.51174508594977, 43.66233545983584), (-79.51183998553907, 43.662386181611545), (-79.51195895513484, 43.66245367029306), (-79.511983371518, 43.66246716974946), (-79.51201320808711, 43.662489669973255), (-79.51212559690222, 43.66257067018598), (-79.51221163433539, 43.662633661419804), (-79.51171807694264, 43.6630163061038), (-79.51153675973461, 43.66318736803193), (-79.51135081573996, 43.66335392945644), (-79.51114507410509, 43.66354749652706), (-79.51092541179082, 43.663700567522504), (-79.51068172326065, 43.66388063535795), (-79.51037758947096, 43.664078701849576), (-79.51012305690908, 43.664236248114925), (-79.50998125987796, 43.664326282978514), (-79.50968176410124, 43.6644793495048), (-79.50937801377864, 43.66463240659001), (-79.50907386377096, 43.66477645255592), (-79.50878135154316, 43.6648935018018), (-79.5085550826358, 43.664965529665956), (-79.50840899678249, 43.66500605552885), (-79.50814397955499, 43.665087086759804), (-79.5077867475905, 43.66518163470197), (-79.50761938297613, 43.6652221610018), (-79.50739272263694, 43.66525817223482), (-79.50716528138815, 43.66529870173862), (-79.50685455153193, 43.66533922681287), (-79.50653991683883, 43.66539326227338), (-79.50622994059161, 43.665415791932276), (-79.50596410775148, 43.66544731979347), (-79.50562352908183, 43.66547434106778), (-79.50021791275623, 43.66580766367859), (-79.5001458455581, 43.66580766379329), (-79.5000737783656, 43.66581217353233), (-79.50000171116207, 43.66581217355611), (-79.49992925956718, 43.66581217353421), (-79.49985717996394, 43.66581218246817), (-79.49978512514413, 43.66581668302398), (-79.49971307031346, 43.665821192535546), (-79.49964138746391, 43.66582570200295), (-79.49956932021206, 43.66583020242262), (-79.49949766214048, 43.66583471179998), (-79.49942599161562, 43.66584371279941), (-79.49935432111755, 43.66584822208686), (-79.49928303494688, 43.66585723200015), (-79.49923343595124, 43.66586173234671), (-79.49922607114428, 43.665812233945616), (-79.49920745054679, 43.66552417302668), (-79.49861355427726, 43.665605233410126), (-79.4985518064948, 43.66549552434515), (-79.49843278430285, 43.66541305252133), (-79.49772613498494, 43.6649164458362), (-79.49763681040153, 43.66487286854546), (-79.49752953078172, 43.66484529517772), (-79.4972494159183, 43.66478320654928), (-79.49702420598507, 43.6647339995917), (-79.49684822223001, 43.66468819606395), (-79.49663550021708, 43.664621850134395), (-79.49644501241329, 43.66453013872876), (-79.4962873846813, 43.66442270273674), (-79.49617224019269, 43.664279415621365), (-79.496041008944, 43.664028273778634), (-79.49596226811731, 43.66391642037581), (-79.49563357961733, 43.66366981658118), (-79.49551361044675, 43.663585154329525), (-79.49531665156132, 43.663381023029196), (-79.49508134596306, 43.663144736948105), (-79.49499192080114, 43.663023277968136), (-79.49481112900308, 43.662876683059324), (-79.49474155267178, 43.66279033901108), (-79.49469572167622, 43.66269391452065), (-79.49463456880252, 43.66256135790517), (-79.49460054302399, 43.66245389828057), (-79.49458944316977, 43.6623461066816), (-79.49459050732986, 43.66223201471594), (-79.4945632019043, 43.66198883314428), (-79.49453715054518, 43.66186520745676), (-79.494531528287, 43.661789757929064), (-79.4944809159477, 43.66165484336214), (-79.49440751217784, 43.66154778681549), ...),)}"
7,2667,25886627,25926668," $617,363 "," $571,000 ",25,Lansing-Westgate,Lansing-Westgate (38),C07,-79.42474772,43.75427115,16491601,10254357.37,15391.58416,"{u'type': u'Polygon', u'coordinates': (((-79.4399843054519, 43.761557657532315), (-79.44003666317468, 43.761771868213394), (-79.44043387852399, 43.76339750966616), (-79.43996060531968, 43.7635111990039), (-79.4389171120108, 43.76373024793743), (-79.43763901316859, 43.76333661113573), (-79.4342382175829, 43.764055195648766), (-79.43251115590368, 43.764407638291544), (-79.43126874985201, 43.7647018126113), (-79.42999054962358, 43.764995492430714), (-79.42820876614303, 43.76538596546502), (-79.42555996630404, 43.765978969894626), (-79.416131468878, 43.768086258591), (-79.41537232206797, 43.766331630818385), (-79.41442203620647, 43.766555169584244), (-79.41431322045577, 43.76658100244687), (-79.41417443248396, 43.7665991256981), (-79.41406368544493, 43.766603066010006), (-79.41393040083948, 43.766603028727204), (-79.41384014333813, 43.766592663377345), (-79.41368679522454, 43.76656112456651), (-79.41350206025429, 43.766521235711956), (-79.41340344767923, 43.766516894482564), (-79.41330461107408, 43.766521482165935), (-79.4127088478842, 43.76665033962789), (-79.41260147332136, 43.76666673872748), (-79.41242464568525, 43.766664290073734), (-79.41224744478673, 43.766687782251935), (-79.41221300915527, 43.76656441267905), (-79.41199243408576, 43.76565732037254), (-79.41176460510155, 43.76481427429332), (-79.41163974492297, 43.764299787382754), (-79.41156577867886, 43.76399955879428), (-79.41153941959466, 43.76389261336403), (-79.41137820695346, 43.76326262177642), (-79.41115620838264, 43.762352195790186), (-79.41093797948024, 43.76150883999596), (-79.41080286778612, 43.76096564810409), (-79.41074872097224, 43.76071394167063), (-79.41058545022719, 43.76005118268508), (-79.41055992177274, 43.75994754104072), (-79.41033943867858, 43.759053334268366), (-79.41012401554362, 43.75822618977793), (-79.4100652870926, 43.758018891171936), (-79.40994301328078, 43.757587520832324), (-79.40988069733763, 43.757338687783204), (-79.40985034058318, 43.75722666201446), (-79.40969568180377, 43.75665536026513), (-79.40964027803739, 43.75648536495467), (-79.40958926969743, 43.756332529363675), (-79.40956600054878, 43.75628110513997), (-79.40953432486705, 43.75620450692076), (-79.40950078587676, 43.75612833027251), (-79.40946637729503, 43.75605241395918), (-79.40943109924665, 43.755976676969425), (-79.40939508830884, 43.75590113741308), (-79.40935807118677, 43.75582585808112), (-79.40932019686207, 43.75575086609434), (-79.40928155248272, 43.75567601750189), (-79.40924203861027, 43.75560137523253), (-79.40920155569765, 43.75552707422404), (-79.40917371122883, 43.75546323363113), (-79.40914499727329, 43.755399572363416), (-79.40911553802883, 43.755336081517875), (-79.40908533342957, 43.75527280609989), (-79.40905438360016, 43.75520966509812), (-79.40902268831093, 43.75514681153222), (-79.40899024786384, 43.75508404737546), (-79.40895706200193, 43.75502154364973), (-79.40892325488062, 43.75495931845565), (-79.40888857842654, 43.754897182569906), (-79.40885567124411, 43.75483938666013), (-79.40878031261472, 43.7547123016678), (-79.40875418495632, 43.7546632963046), (-79.40872880262758, 43.754614156512325), (-79.40870430249862, 43.754564702376754), (-79.40868054770968, 43.75451510481184), (-79.40865750110076, 43.75446530078004), (-79.40863546066092, 43.75441531752348), (-79.4086140662667, 43.75436515475492), (-79.40859366570177, 43.75431475874552), (-79.40857398557706, 43.75426425529397), (-79.4085550508911, 43.754213536406304), (-79.4085371347274, 43.7541626743109), (-79.40851993914892, 43.75411160576148), (-79.4085036377994, 43.754060465915224), (-79.40848806921623, 43.75400927264575), (-79.40847337026884, 43.75395784603899), (-79.40844173267172, 43.75380911192184), (-79.40838870434597, 43.75361635379444), (-79.41144921803266, 43.75165363305802), (-79.4138573232456, 43.75010925585801), (-79.41413738726627, 43.74992964054871), (-79.41419482349612, 43.74988979934835), (-79.41425273212715, 43.7498495174143), (-79.41431004531763, 43.74980877594284), (-79.41436684993528, 43.74976761100474), (-79.41442302175842, 43.74972605851254), (-79.41447872225972, 43.74968408258321), (-79.41453377754972, 43.7496417190922), ...),)}"
